OFFENSE_CODE,X,Y,Location,,DAY_OF_WEEK,DISTRICT,STREET,OCCURRED_ON_DATE,OFFENSE_DESCRIPTION
3410,42.33651082,-71.08339215,"(42.33651082, -71.08339215)",,Sunday,D4,HAMMOND ST,9/2/18,TOWED MOTOR VEHICLE
3831,42.28665631,-71.04640009,"(42.28665631, -71.04640009)",,Sunday,C11,CHICKATAWBUT ST,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
619,42.32809966,-71.06321676,"(42.32809966, -71.06321676)",,Sunday,C6,ALLSTATE RD,9/2/18,LARCENY ALL OTHERS
3410,42.36721232,-71.05369636,"(42.36721232, -71.05369636)",,Sunday,A1,HENCHMAN ST,9/2/18,TOWED MOTOR VEHICLE
1402,42.33131745,-71.04411164,"(42.33131745, -71.04411164)",,Sunday,C6,E EIGHTH ST,9/2/18,VANDALISM
619,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",,Sunday,B2,SEAVER ST,9/2/18,LARCENY ALL OTHERS
1402,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",,Sunday,B2,SEAVER ST,9/2/18,VANDALISM
3301,42.27376816,-71.08919673,"(42.27376816, -71.08919673)",,Sunday,B3,W SELDEN ST,9/2/18,VERBAL DISPUTE
3006,42.33014012,-71.05695787,"(42.33014012, -71.05695787)",,Sunday,C6,DORCHESTER AVE,9/2/18,SICK/INJURED/MEDICAL - PERSON
3410,42.35429484,-71.13190433,"(42.35429484, -71.13190433)",,Sunday,D14,FARRINGTON AVE,9/2/18,TOWED MOTOR VEHICLE
619,42.28863812,-71.06631579,"(42.28863812, -71.06631579)",,Saturday,C11,TALBOT AVE,9/1/18,LARCENY ALL OTHERS
616,42.34221544,-71.08577075,"(42.34221544, -71.08577075)",,Sunday,D4,HUNTINGTON AVE,9/2/18,LARCENY THEFT OF BICYCLE
3006,42.33691995,-71.14960316,"(42.33691995, -71.14960316)",,Sunday,D14,ORKNEY RD,9/2/18,SICK/INJURED/MEDICAL - PERSON
3001,42.35087795,-71.16036469,"(42.35087795, -71.16036469)",,Sunday,D14,BROCK ST,9/2/18,DEATH INVESTIGATION
3007,42.30470597,-71.07091547,"(42.30470597, -71.07091547)",,Sunday,C11,BLAKEVILLE ST,9/2/18,SUDDEN DEATH
1402,42.29417346,-71.07193797,"(42.29417346, -71.07193797)",,Sunday,C11,WASHINGTON ST,9/2/18,VANDALISM
1402,42.28878014,-71.13438128,"(42.28878014, -71.13438128)",,Sunday,E5,SOUTH ST,9/2/18,VANDALISM
3802,42.38046025,-71.02436908,"(42.38046025, -71.02436908)",,Sunday,,,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
2660,42.32614559,-71.05349144,"(42.32614559, -71.05349144)",,Sunday,C6,DR. MICHAEL GAVIN WAY,9/2/18,OTHER OFFENSE
3115,42.30460308,-71.06691869,"(42.30460308, -71.06691869)",,Sunday,C11,NORTON ST,9/2/18,INVESTIGATE PERSON
619,42.35343384,-71.13786355,"(42.35343384, -71.13786355)",,Sunday,D14,CAMBRIDGE ST,9/2/18,LARCENY ALL OTHERS
802,42.35343384,-71.13786355,"(42.35343384, -71.13786355)",,Sunday,D14,CAMBRIDGE ST,9/2/18,ASSAULT SIMPLE - BATTERY
3830,42.29819526,-71.0869158,"(42.29819526, -71.08691580)",,Sunday,,,9/2/18,M/V - LEAVING SCENE - PERSONAL INJURY
3006,42.31226098,-71.08179001,"(42.31226098, -71.08179001)",,Sunday,B2,INTERVALE ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
3114,42.32469443,-71.10087902,"(42.32469443, -71.10087902)",,Sunday,E13,PARKER ST,9/2/18,INVESTIGATE PROPERTY
301,42.359254,-71.059477,"(42.35925400, -71.05947700)",,Sunday,A1,COURT ST,9/2/18,ROBBERY - STREET
3802,42.30467915,-71.10925951,"(42.30467915, -71.10925951)",,Sunday,,,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3115,42.29504764,-71.07486557,"(42.29504764, -71.07486557)",,Sunday,B3,MERLIN ST,9/2/18,INVESTIGATE PERSON
2647,42.33980295,-71.05718881,"(42.33980295, -71.05718881)",,Saturday,C6,DORCHESTER AVE,9/1/18,THREATS TO DO BODILY HARM
3301,42.29260629,-71.08989828,"(42.29260629, -71.08989828)",,Sunday,B3,HARVARD ST,9/2/18,VERBAL DISPUTE
3115,42.31646016,-71.05947087,"(42.31646016, -71.05947087)",,Sunday,C11,PLEASANT ST,9/2/18,INVESTIGATE PERSON
3114,42.3399985,-71.1567633,"(42.33999850, -71.15676330)",,Sunday,D14,SOUTH ST,9/2/18,INVESTIGATE PROPERTY
3803,42.32375515,-71.07391884,"(42.32375515, -71.07391884)",,Sunday,B2,DUDLEY ST,9/2/18,M/V ACCIDENT - PERSONAL INJURY
3207,42.35301119,-71.13261451,"(42.35301119, -71.13261451)",,Sunday,D14,BRIGHTON AVE,9/2/18,PROPERTY - FOUND
801,42.37575891,-71.03536688,"(42.37575891, -71.03536688)",,Sunday,A7,MARION ST,9/2/18,ASSAULT - SIMPLE
802,42.34489594,-71.09659186,"(42.34489594, -71.09659186)",,Sunday,D4,BOYLSTON ST,9/2/18,ASSAULT SIMPLE - BATTERY
3114,42.31523705,-71.09777089,"(42.31523705, -71.09777089)",,Sunday,,,9/2/18,INVESTIGATE PROPERTY
3006,-1,-1,"(-1.00000000, -1.00000000)",,Sunday,,KELTON,9/2/18,SICK/INJURED/MEDICAL - PERSON
3002,42.36848841,-71.03513563,"(42.36848841, -71.03513563)",,Sunday,A7,MAVERICK ST,9/2/18,ANIMAL CONTROL - DOG BITES - ETC.
801,42.28788933,-71.12658585,"(42.28788933, -71.12658585)",,Sunday,E5,WASHINGTON ST,9/2/18,ASSAULT - SIMPLE
1402,42.28788933,-71.12658585,"(42.28788933, -71.12658585)",,Sunday,E5,WASHINGTON ST,9/2/18,VANDALISM
3803,42.27014779,-71.08956535,"(42.27014779, -71.08956535)",,Sunday,B3,RIVER ST,9/2/18,M/V ACCIDENT - PERSONAL INJURY
3201,42.3655824,-71.0608703,"(42.36558240, -71.06087030)",,Saturday,A1,CAUSEWAY ST,9/1/18,PROPERTY - LOST
3006,42.334165,-71.03533745,"(42.33416500, -71.03533745)",,Sunday,C6,L ST,9/2/18,SICK/INJURED/MEDICAL - PERSON
3831,42.29636106,-71.05644948,"(42.29636106, -71.05644948)",,Sunday,C11,ADAMS ST,9/2/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
614,42.2887411,-71.09117797,"(42.28874110, -71.09117797)",,Saturday,B3,BROOKVIEW ST,9/1/18,LARCENY THEFT FROM MV - NON-ACCESSORY
3802,42.29380964,-71.07001148,"(42.29380964, -71.07001148)",,Sunday,C11,MELVILLE AVE,9/2/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3115,42.3531512,-71.13385986,"(42.35315120, -71.13385986)",,Sunday,D14,BRIGHTON AVE,9/2/18,INVESTIGATE PERSON
1402,42.3359851,-71.05008287,"(42.33598510, -71.05008287)",,Sunday,C6,W FIFTH ST,9/2/18,VANDALISM
3006,-1,-1,"(-1.00000000, -1.00000000)",,Sunday,,,9/2/18,SICK/INJURED/MEDICAL - PERSON
1402,42.35832299,-71.06278436,"(42.35832299, -71.06278436)",,Sunday,A1,BOWDOIN ST,9/2/18,VANDALISM
423,42.35832299,-71.06278436,"(42.35832299, -71.06278436)",,Sunday,A1,BOWDOIN ST,9/2/18,ASSAULT - AGGRAVATED
3125,42.26235312,-71.15350513,"(42.26235312, -71.15350513)",,Sunday,E5,RIDGECREST TER,9/2/18,WARRANT ARREST
3115,42.28644823,-71.07117585,"(42.28644823, -71.07117585)",,Sunday,C11,DUNBAR AVE,9/2/18,INVESTIGATE PERSON
1831,42.34934252,-71.16386818,"(42.34934252, -71.16386818)",,Saturday,D14,WASHINGTON ST,9/1/18,DRUGS - SICK ASSIST - OTHER NARCOTIC
3114,42.29786721,-71.06651934,"(42.29786721, -71.06651934)",,Sunday,C11,WALDECK ST,9/2/18,INVESTIGATE PROPERTY
3108,-1,-1,"(-1.00000000, -1.00000000)",,Sunday,,WESTLAND,9/2/18,"FIRE REPORT - HOUSE, BUILDING, ETC."
1402,42.29182835,-71.11780085,"(42.29182835, -71.11780085)",,Saturday,E13,HYDE PARK AVE,9/1/18,VANDALISM
706,42.33359095,-71.07342099,"(42.33359095, -71.07342099)",,Sunday,,,9/2/18,AUTO THEFT - MOTORCYCLE / SCOOTER
3803,42.33930344,-71.08032038,"(42.33930344, -71.08032038)",,Saturday,,,9/1/18,M/V ACCIDENT - PERSONAL INJURY
3119,42.27404039,-71.07630093,"(42.27404039, -71.07630093)",,Saturday,B3,MANCHESTER ST,9/1/18,FIREARM/WEAPON - FOUND OR CONFISCATED
3820,42.34917112,-71.08413075,"(42.34917112, -71.08413075)",,Saturday,,,9/1/18,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY
3115,42.35283155,-71.13114273,"(42.35283155, -71.13114273)",,Saturday,D14,BRIGHTON AVE,9/1/18,INVESTIGATE PERSON
3301,42.28413536,-71.06957385,"(42.28413536, -71.06957385)",,Saturday,C11,BURT ST,9/1/18,VERBAL DISPUTE
3108,42.3498137,-71.10581404,"(42.34981370, -71.10581404)",,Saturday,D4,COMMONWEALTH AVE,9/1/18,"FIRE REPORT - HOUSE, BUILDING, ETC."
3802,42.34529046,-71.06982967,"(42.34529046, -71.06982967)",,Saturday,,,9/1/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3115,42.34932471,-71.08014801,"(42.34932471, -71.08014801)",,Saturday,D4,BOYLSTON ST,9/1/18,INVESTIGATE PERSON
1402,42.32263156,-71.06979845,"(42.32263156, -71.06979845)",,Saturday,B2,MARSHFIELD ST,9/1/18,VANDALISM
3115,42.31674327,-71.06104741,"(42.31674327, -71.06104741)",,Saturday,C11,BAKERSFIELD ST,9/1/18,INVESTIGATE PERSON
802,42.34531664,-71.14298078,"(42.34531664, -71.14298078)",,Saturday,D14,FIDELIS WAY,9/1/18,ASSAULT SIMPLE - BATTERY
613,42.23730137,-71.13232346,"(42.23730137, -71.13232346)",,Saturday,E18,WOLCOTT SQ,9/1/18,LARCENY SHOPLIFTING
1402,42.34522836,-71.08537838,"(42.34522836, -71.08537838)",,Saturday,D4,CLEARWAY ST,9/1/18,VANDALISM
614,42.343971,-71.077475,"(42.34397100, -71.07747500)",,Sunday,D4,COLUMBUS AVE,8/26/18,LARCENY THEFT FROM MV - NON-ACCESSORY
613,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",,Saturday,D4,NEWBURY ST,9/1/18,LARCENY SHOPLIFTING
3006,42.32547536,-71.10253482,"(42.32547536, -71.10253482)",,Saturday,E13,HORAN WAY,9/1/18,SICK/INJURED/MEDICAL - PERSON
619,42.35680075,-71.05893025,"(42.35680075, -71.05893025)",,Saturday,A1,WASHINGTON ST,9/1/18,LARCENY ALL OTHERS
724,42.2956968,-71.07214055,"(42.29569680, -71.07214055)",,Saturday,C11,WASHINGTON ST,9/1/18,AUTO THEFT
3006,42.27562519,-71.13142204,"(42.27562519, -71.13142204)",,Saturday,E5,GLENDOWER RD,9/1/18,SICK/INJURED/MEDICAL - PERSON
614,42.33464183,-71.04250708,"(42.33464183, -71.04250708)",,Saturday,C6,E FOURTH ST,9/1/18,LARCENY THEFT FROM MV - NON-ACCESSORY
3115,42.31624019,-71.11267011,"(42.31624019, -71.11267011)",,Saturday,E13,ROBINWOOD AVE,9/1/18,INVESTIGATE PERSON
3831,42.29681873,-71.05656121,"(42.29681873, -71.05656121)",,Saturday,C11,ADAMS ST,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
802,42.27595146,-71.09248845,"(42.27595146, -71.09248845)",,Saturday,B3,BABSON ST,9/1/18,ASSAULT SIMPLE - BATTERY
2660,42.24635332,-71.1136693,"(42.24635332, -71.11366930)",,Saturday,E18,ROBBART LN,9/1/18,OTHER OFFENSE
413,42.24635332,-71.1136693,"(42.24635332, -71.11366930)",,Saturday,E18,ROBBART LN,9/1/18,ASSAULT - AGGRAVATED - BATTERY
802,42.24635332,-71.1136693,"(42.24635332, -71.11366930)",,Saturday,E18,ROBBART LN,9/1/18,ASSAULT SIMPLE - BATTERY
1402,42.24635332,-71.1136693,"(42.24635332, -71.11366930)",,Saturday,E18,ROBBART LN,9/1/18,VANDALISM
3170,42.24635332,-71.1136693,"(42.24635332, -71.11366930)",,Saturday,E18,ROBBART LN,9/1/18,INTIMIDATING WITNESS
3301,42.37787573,-71.03995208,"(42.37787573, -71.03995208)",,Saturday,A7,BORDER ST,9/1/18,VERBAL DISPUTE
3207,42.36165196,-71.05630529,"(42.36165196, -71.05630529)",,Saturday,A1,BLACKSTONE ST,9/1/18,PROPERTY - FOUND
3006,42.28029155,-71.07220576,"(42.28029155, -71.07220576)",,Saturday,B3,WILMINGTON AVE,9/1/18,SICK/INJURED/MEDICAL - PERSON
2629,42.31841468,-71.06507314,"(42.31841468, -71.06507314)",,Saturday,B2,HAMLET ST,9/1/18,HARASSMENT
3006,42.31841468,-71.06507314,"(42.31841468, -71.06507314)",,Saturday,B2,HAMLET ST,9/1/18,SICK/INJURED/MEDICAL - PERSON
3301,42.33145284,-71.03686785,"(42.33145284, -71.03686785)",,Saturday,C6,E EIGHTH ST,9/1/18,VERBAL DISPUTE
802,42.33561661,-71.03641895,"(42.33561661, -71.03641895)",,Saturday,C6,E BROADWAY,9/1/18,ASSAULT SIMPLE - BATTERY
615,42.25621592,-71.12401947,"(42.25621592, -71.12401947)",,Saturday,E18,HYDE PARK AVE,9/1/18,LARCENY THEFT OF MV PARTS & ACCESSORIES
3006,42.32978737,-71.08324801,"(42.32978737, -71.08324801)",,Saturday,B2,WARREN ST,9/1/18,SICK/INJURED/MEDICAL - PERSON
2405,42.2790573,-71.09584789,"(42.27905730, -71.09584789)",,Saturday,B3,WALK HILL ST,9/1/18,DISORDERLY CONDUCT
3831,42.31865822,-71.1006718,"(42.31865822, -71.10067180)",,Saturday,E13,W WALNUT PARK,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3112,42.25667872,-71.11853971,"(42.25667872, -71.11853971)",,Saturday,E18,WALTER ST,9/1/18,LANDLORD - TENANT SERVICE
3201,42.34284919,-71.08502585,"(42.34284919, -71.08502585)",,Saturday,,,9/1/18,PROPERTY - LOST
1842,42.33176796,-71.07182739,"(42.33176796, -71.07182739)",,Saturday,B2,GERARD ST,9/1/18,"DRUGS - POSS CLASS A - HEROIN, ETC."
2610,42.33176796,-71.07182739,"(42.33176796, -71.07182739)",,Saturday,B2,GERARD ST,9/1/18,TRESPASSING
802,42.35540738,-71.06312433,"(42.35540738, -71.06312433)",,Saturday,A1,TREMONT ST,9/1/18,ASSAULT SIMPLE - BATTERY
2610,42.33176796,-71.07182739,"(42.33176796, -71.07182739)",,Saturday,B2,GERARD ST,9/1/18,TRESPASSING
3301,42.33255367,-71.05064614,"(42.33255367, -71.05064614)",,Saturday,C6,E EIGHTH ST,9/1/18,VERBAL DISPUTE
3115,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",,Saturday,A1,NEW SUDBURY ST,9/1/18,INVESTIGATE PERSON
3501,42.29703368,-71.06860662,"(42.29703368, -71.06860662)",,Saturday,C11,LARCHMONT ST,9/1/18,MISSING PERSON
3502,42.29703368,-71.06860662,"(42.29703368, -71.06860662)",,Saturday,C11,LARCHMONT ST,9/1/18,MISSING PERSON - LOCATED
3831,42.33151013,-71.10958389,"(42.33151013, -71.10958389)",,Saturday,,,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3112,42.33130111,-71.09333508,"(42.33130111, -71.09333508)",,Saturday,B2,MALCOLM X BLVD,9/1/18,LANDLORD - TENANT SERVICE
2647,42.30135087,-71.06796465,"(42.30135087, -71.06796465)",,Saturday,C11,GENEVA AVE,9/1/18,THREATS TO DO BODILY HARM
1102,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",,Saturday,A1,WASHINGTON ST,9/1/18,FRAUD - FALSE PRETENSE / SCHEME
617,42.36531295,-71.05565803,"(42.36531295, -71.05565803)",,Saturday,A1,PRINCE ST,9/1/18,LARCENY THEFT FROM BUILDING
3114,42.29963709,-71.05851176,"(42.29963709, -71.05851176)",,Saturday,C11,ADAMS ST,9/1/18,INVESTIGATE PROPERTY
3007,42.26831357,-71.12774478,"(42.26831357, -71.12774478)",,Saturday,E18,ASHEVILLE RD,9/1/18,SUDDEN DEATH
613,42.36628674,-71.05135503,"(42.36628674, -71.05135503)",,Saturday,A1,COMMERCIAL ST,9/1/18,LARCENY SHOPLIFTING
3115,42.30542129,-71.11325289,"(42.30542129, -71.11325289)",,Friday,E13,BOYNTON ST,8/31/18,INVESTIGATE PERSON
2647,42.32198656,-71.06280666,"(42.32198656, -71.06280666)",,Saturday,C6,MASSACHUSETTS AVE,9/1/18,THREATS TO DO BODILY HARM
3301,42.33407624,-71.10842653,"(42.33407624, -71.10842653)",,Saturday,B2,MISSION PARK DR,9/1/18,VERBAL DISPUTE
3301,42.3013553,-71.07790746,"(42.30135530, -71.07790746)",,Saturday,B3,TRINITY TER,9/1/18,VERBAL DISPUTE
3114,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",,Saturday,C11,GIBSON ST,9/1/18,INVESTIGATE PROPERTY
619,42.35512339,-71.0608798,"(42.35512339, -71.06087980)",,Saturday,A1,WASHINGTON ST,9/1/18,LARCENY ALL OTHERS
3301,42.27136131,-71.0810083,"(42.27136131, -71.08100830)",,Saturday,B3,RIVER ST,9/1/18,VERBAL DISPUTE
735,42.25621592,-71.12401947,"(42.25621592, -71.12401947)",,Saturday,E18,HYDE PARK AVE,9/1/18,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)
2905,42.28585449,-71.13761496,"(42.28585449, -71.13761496)",,Saturday,E5,DURNELL AVE,9/1/18,VAL - OPERATING WITHOUT LICENSE
2900,42.28585449,-71.13761496,"(42.28585449, -71.13761496)",,Saturday,E5,DURNELL AVE,9/1/18,VAL - VIOLATION OF AUTO LAW - OTHER
3115,42.31674811,-71.11356249,"(42.31674811, -71.11356249)",,Saturday,E13,CENTRE ST,9/1/18,INVESTIGATE PERSON
3301,42.3468275,-71.14319087,"(42.34682750, -71.14319087)",,Saturday,D14,JETTE CT,9/1/18,VERBAL DISPUTE
1402,42.30090969,-71.07425843,"(42.30090969, -71.07425843)",,Wednesday,C11,BOWDOIN AVE,8/29/18,VANDALISM
612,42.3523411,-71.06432465,"(42.35234110, -71.06432465)",,Saturday,A1,BOYLSTON ST,9/1/18,LARCENY PURSE SNATCH - NO FORCE
3410,42.3494205,-71.083158,"(42.34942050, -71.08315800)",,Saturday,D4,NEWBURY ST,9/1/18,TOWED MOTOR VEHICLE
3115,42.33686889,-71.04379437,"(42.33686889, -71.04379437)",,Saturday,C6,DORCHESTER ST,9/1/18,INVESTIGATE PERSON
560,42.2539599,-71.11962283,"(42.25395990, -71.11962283)",,Monday,E18,FAIRMOUNT AVE,8/27/18,BURGLARY - OTHER - FORCE
3115,42.34251263,-71.14363495,"(42.34251263, -71.14363495)",,Saturday,D14,COMMONWEALTH AVE,9/1/18,INVESTIGATE PERSON
3831,42.31282319,-71.06746355,"(42.31282319, -71.06746355)",,Saturday,C11,GLEN ST,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
619,42.33188687,-71.0995439,"(42.33188687, -71.09954390)",,Friday,B2,BURNEY ST,8/31/18,LARCENY ALL OTHERS
3006,42.29011783,-71.12187904,"(42.29011783, -71.12187904)",,Saturday,E5,FAWNDALE RD,9/1/18,SICK/INJURED/MEDICAL - PERSON
2647,42.27038654,-71.08451378,"(42.27038654, -71.08451378)",,Wednesday,B3,SOUTHMERE RD,8/29/18,THREATS TO DO BODILY HARM
381,42.27645319,-71.11297971,"(42.27645319, -71.11297971)",,Saturday,E18,CUMMINS HWY,9/1/18,ROBBERY - CAR JACKING
2647,42.27645319,-71.11297971,"(42.27645319, -71.11297971)",,Saturday,E18,CUMMINS HWY,9/1/18,THREATS TO DO BODILY HARM
1849,42.29013465,-71.08624927,"(42.29013465, -71.08624927)",,Saturday,,,9/1/18,"DRUGS - POSS CLASS B - COCAINE, ETC."
613,42.3160569,-71.07820017,"(42.31605690, -71.07820017)",,Saturday,B2,BLUE HILL AVE,9/1/18,LARCENY SHOPLIFTING
3402,42.35042346,-71.13638086,"(42.35042346, -71.13638086)",,Saturday,D14,ALLSTON ST,9/1/18,ANIMAL INCIDENTS
735,42.35555336,-71.15274721,"(42.35555336, -71.15274721)",,Saturday,D14,FANEUIL ST,9/1/18,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON)
3115,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",,Saturday,B2,WASHINGTON ST,9/1/18,INVESTIGATE PERSON
1402,42.35217524,-71.04913425,"(42.35217524, -71.04913425)",,Saturday,C6,SLEEPER ST,9/1/18,VANDALISM
724,42.31162834,-71.08094294,"(42.31162834, -71.08094294)",,Saturday,B2,BLUE HILL AVE,9/1/18,AUTO THEFT
3831,42.31190268,-71.08073292,"(42.31190268, -71.08073292)",,Saturday,,,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
802,42.29505434,-71.08904077,"(42.29505434, -71.08904077)",,Saturday,B3,SHANDON RD,9/1/18,ASSAULT SIMPLE - BATTERY
724,42.3197573,-71.05428941,"(42.31975730, -71.05428941)",,Saturday,C11,CARSON ST,9/1/18,AUTO THEFT
3119,42.28166155,-71.12591039,"(42.28166155, -71.12591039)",,Saturday,E5,HEATHCOTE ST,9/1/18,FIREARM/WEAPON - FOUND OR CONFISCATED
3115,42.310434,-71.0613401,"(42.31043400, -71.06134010)",,Saturday,C11,HANCOCK ST,9/1/18,INVESTIGATE PERSON
3115,42.25867638,-71.15116479,"(42.25867638, -71.15116479)",,Monday,E5,EDGEMERE RD,8/20/18,INVESTIGATE PERSON
1810,42.28537376,-71.12928626,"(42.28537376, -71.12928626)",,Saturday,E5,WASHINGTON ST,9/1/18,DRUGS - SALE / MANUFACTURING
1843,42.28537376,-71.12928626,"(42.28537376, -71.12928626)",,Saturday,E5,WASHINGTON ST,9/1/18,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP
1815,42.28537376,-71.12928626,"(42.28537376, -71.12928626)",,Saturday,E5,WASHINGTON ST,9/1/18,DRUGS - POSSESSION
1402,42.2821665,-71.13732337,"(42.28216650, -71.13732337)",,Friday,E5,WALWORTH ST,8/31/18,VANDALISM
802,42.28465991,-71.07839997,"(42.28465991, -71.07839997)",,Saturday,B3,THETFORD AVE,9/1/18,ASSAULT SIMPLE - BATTERY
2647,42.28465991,-71.07839997,"(42.28465991, -71.07839997)",,Saturday,B3,THETFORD AVE,9/1/18,THREATS TO DO BODILY HARM
614,42.3289371,-71.05571742,"(42.32893710, -71.05571742)",,Saturday,C6,MOHAWK ST,9/1/18,LARCENY THEFT FROM MV - NON-ACCESSORY
613,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",,Saturday,D4,BOYLSTON ST,9/1/18,LARCENY SHOPLIFTING
3125,42.32902469,-71.08341505,"(42.32902469, -71.08341505)",,Saturday,B2,WARREN ST,9/1/18,WARRANT ARREST
3831,42.33362325,-71.0301924,"(42.33362325, -71.03019240)",,Saturday,C6,SWALLOW ST,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3125,42.31873011,-71.06660708,"(42.31873011, -71.06660708)",,Saturday,B2,QUINCEFIELD ST,9/1/18,WARRANT ARREST
3410,42.34571916,-71.08562464,"(42.34571916, -71.08562464)",,Saturday,D4,SAINT GERMAIN ST,9/1/18,TOWED MOTOR VEHICLE
802,42.3008484,-71.07982055,"(42.30084840, -71.07982055)",,Saturday,B3,GREENWOOD ST,9/1/18,ASSAULT SIMPLE - BATTERY
3410,42.35491419,-71.14414913,"(42.35491419, -71.14414913)",,Saturday,,,9/1/18,TOWED MOTOR VEHICLE
3802,42.32952036,-71.08530641,"(42.32952036, -71.08530641)",,Friday,B2,ROXBURY ST,8/31/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3802,42.31262432,-71.08991596,"(42.31262432, -71.08991596)",,Saturday,B2,HUMBOLDT AVE,9/1/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
3410,42.34966796,-71.13995527,"(42.34966796, -71.13995527)",,Saturday,D14,GORDON ST,9/1/18,TOWED MOTOR VEHICLE
3115,42.36943145,-71.03917179,"(42.36943145, -71.03917179)",,Saturday,A7,MAVERICK SQ,9/1/18,INVESTIGATE PERSON
3006,42.35193461,-71.06048592,"(42.35193461, -71.06048592)",,Saturday,A1,OXFORD ST,9/1/18,SICK/INJURED/MEDICAL - PERSON
3301,42.29415023,-71.08175047,"(42.29415023, -71.08175047)",,Saturday,B3,BROWNING AVE,9/1/18,VERBAL DISPUTE
361,42.3460551,-71.07050669,"(42.34605510, -71.07050669)",,Saturday,D4,BERKELEY ST,9/1/18,ROBBERY - OTHER
802,42.3460551,-71.07050669,"(42.34605510, -71.07050669)",,Saturday,D4,BERKELEY ST,9/1/18,ASSAULT SIMPLE - BATTERY
3810,42.33291214,-71.09235717,"(42.33291214, -71.09235717)",,Saturday,,,9/1/18,M/V ACCIDENT - INVOLVING ÊBICYCLE - INJURY
2900,42.30055518,-71.11312439,"(42.30055518, -71.11312439)",,Saturday,E13,WASHINGTON ST,9/1/18,VAL - VIOLATION OF AUTO LAW - OTHER
3301,42.28584895,-71.06935381,"(42.28584895, -71.06935381)",,Saturday,C11,MELLEN ST,9/1/18,VERBAL DISPUTE
3802,42.30307413,-71.11081856,"(42.30307413, -71.11081856)",,Saturday,E13,WASHINGTON ST,9/1/18,M/V ACCIDENT - PROPERTY ÊDAMAGE
2905,42.30307413,-71.11081856,"(42.30307413, -71.11081856)",,Saturday,E13,WASHINGTON ST,9/1/18,VAL - OPERATING WITHOUT LICENSE
1107,42.33926764,-71.07208833,"(42.33926764, -71.07208833)",,Wednesday,D4,E BROOKLINE ST,11/1/17,FRAUD - IMPERSONATION
423,42.31873011,-71.06660708,"(42.31873011, -71.06660708)",,Saturday,B2,QUINCEFIELD ST,9/1/18,ASSAULT - AGGRAVATED
1402,42.32102023,-71.09352344,"(42.32102023, -71.09352344)",,Friday,B2,MARCELLA ST,8/31/18,VANDALISM
3831,42.2969072,-71.07233558,"(42.29690720, -71.07233558)",,Saturday,C11,WASHINGTON ST,9/1/18,M/V - LEAVING SCENE - PROPERTY DAMAGE
3301,42.30512773,-71.07370747,"(42.30512773, -71.07370747)",,Saturday,C11,OLNEY ST,9/1/18,VERBAL DISPUTE
3207,42.36423881,-71.05556016,"(42.36423881, -71.05556016)",,Saturday,A1,SALEM ST,9/1/18,PROPERTY - FOUND
3207,42.30947016,-71.06664424,"(42.30947016, -71.06664424)",,Saturday,C11,QUINCY ST,9/1/18,PROPERTY - FOUND
3201,42.2518944,-71.1253531,"(42.25189440, -71.12535310)",,Friday,E18,HYDE PARK AVE,8/31/18,PROPERTY - LOST
3114,42.28678471,-71.16356912,"(42.28678471, -71.16356912)",,Saturday,E5,POTOMAC ST,9/1/18,INVESTIGATE PROPERTY
3801,42.38064028,-71.02628915,"(42.38064028, -71.02628915)",,Saturday,A7,CHELSEA ST,9/1/18,M/V ACCIDENT - OTHER
1402,42.32047753,-71.07273673,"(42.32047753, -71.07273673)",,Friday,B2,BROOK AVE,8/31/18,VANDALISM
522,42.32047753,-71.07273673,"(42.32047753, -71.07273673)",,Friday,B2,BROOK AVE,8/31/18,BURGLARY - RESIDENTIAL - NO FORCE
3410,42.32491951,-71.05726305,"(42.32491951, -71.05726305)",,Saturday,C6,HOWELL ST,9/1/18,TOWED MOTOR VEHICLE
